id,date,text,clean_text,label,confidence,char_len,word_len
5.4e+17,Wed Dec 03 12:25:58 +0000 2014,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple,dawned ive probably spent replacing frayed non functioning iphone cable ive spent iphones,negative,1.0,138,13
5.4e+17,Wed Dec 03 12:29:00 +0000 2014,@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+,iupdate new since needed dun two year ago web form phone call ironic req support,negative,1.0,139,15
5.4e+17,Wed Dec 03 12:30:59 +0000 2014,"Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL #aapl
http://t.co/RffvQbdl7Z",apple bear get fat payout stock swoon second plunge aapl aapl,neutral,0.7279,101,11
5.4e+17,Wed Dec 03 12:33:06 +0000 2014,@GMONEYizME @Apple how so true; making sales off their accessories!,true making sale accessory,neutral,0.6513,67,4
5.4e+17,Wed Dec 03 12:33:10 +0000 2014,'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones @apple' - #SwitchToLumia,ive probably spent replacing non functioning iphone cable ive spent iphones switchtolumia,negative,1.0,133,12
5.4e+17,Wed Dec 03 12:43:01 +0000 2014,"L.A. school district halts iPad contract as FBI seizes documents $AAPL #aapl
http://t.co/BTJokQnriy",school district halt ipad contract fbi seizes document aapl aapl,negative,0.6775,100,10
5.4e+17,Wed Dec 03 12:54:29 +0000 2014,"Great coverage @EPro of @comscore 's Cyber Monday data, but show me the top items by store, like this for @apple http://t.co/rfZnOaCG7c",great coverage cyber monday data show top item store like,neutral,0.6632,135,10
5.4e+17,Wed Dec 03 12:57:46 +0000 2014,@Siri @Apple @SteveJobs @alarmthatdidntgooff this is disrespectful,disrespectful,negative,1.0,66,1
5.4e+17,Wed Dec 03 12:57:54 +0000 2014,"Apple's iOS devices accounted for 78% of record setting Cyber Monday mobile sales $AAPL #aapl
http://t.co/7ixmkG9cb4",apple io device accounted record setting cyber monday mobile sale aapl aapl,positive,0.7506,117,12
5.4e+17,Wed Dec 03 13:00:20 +0000 2014,"@Apple have patented an #iPhone drop protection mechanism. Is the is end of #crackedscreens?
http://t.co/Tea3fu5wfX http://t.co/v4J11CPyYy",patented iphone drop protection mechanism end crackedscreens,neutral,0.6659,139,7
5.4e+17,Wed Dec 03 13:10:00 +0000 2014,You're probably reading this on an iPhone built by the largest company around #AAPL They broke more records http://t.co/GpCQIgWMXm #impress,youre probably reading iphone built largest company around aapl broke record impress,positive,0.5124,139,12
5.4e+17,Wed Dec 03 13:11:06 +0000 2014,How is 'never' interpreted as 'ask me again annoyingly soon' when iOS apps ask to be rated?  @apple tell your devs never means NEVER,never interpreted ask annoyingly soon io apps ask rated tell devs never mean never,negative,0.6879,132,14
5.4e+17,Wed Dec 03 13:11:29 +0000 2014,"Apple's iPhone Crushes Samsung's Galaxy by More than 6 to1 in Japan $AAPL #aapl
http://t.co/6hDOWuO2uV",apple iphone crush samsungs galaxy japan aapl aapl,positive,0.6879,103,8
5.4e+17,Wed Dec 03 13:19:25 +0000 2014,"@Apple [#Apple] #sales soar after launch of #iPhone6. (#Wednesday, 3 #December) http://t.co/QrV3LxeVgm",apple sale soar launch iphone wednesday december,positive,1.0,102,7
5.4e+17,Wed Dec 03 13:21:18 +0000 2014,"As Apple still struggles to meet iPhone 6 demand, Canaccord raises price target to $135  $AAPL #aapl
http://t.co/IrZI8Q8F9r",apple still struggle meet iphone demand canaccord raise price target aapl aapl,neutral,1.0,124,12
5.4e+17,Wed Dec 03 13:26:10 +0000 2014,"@CadeRageous Thx RT .@Apple Own 2600 digital languages (IP) = NEW #internet Leader,10% of cost of #DIY .@googlenexus http://t.co/sQv0FmaPGO",thx digital language new internet leader cost diy,neutral,1.0,139,8
5.4e+17,Wed Dec 03 13:26:49 +0000 2014,So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch,got new iphone growing love bit bulky coming iphone nice feel thanks waiting applewatch,positive,1.0,139,14
5.4e+17,Wed Dec 03 13:28:39 +0000 2014,"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH",gtat creditor want question apple jeff williams aapl aapl,neutral,1.0,105,9
5.4e+17,Wed Dec 03 13:31:23 +0000 2014,"SP500 Technology Bull% Index: The Apple Experiment ?  $SPY, $SPX, $ES_F, $XLK, $AAPL #aapl  http://t.co/RjnT7rnbBi",technology bull index apple experiment spy spx xlk aapl aapl,neutral,0.7376,114,10
5.4e+17,Wed Dec 03 13:35:40 +0000 2014,"Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL #aapl
http://t.co/6EJ6Mbv44f",technical observation day tested dma apple aapl aapl,neutral,1.0,96,8
5.4e+17,Wed Dec 03 13:52:13 +0000 2014,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL,apple raised jmp security outperform rating aapl aapl,neutral,1.0,101,8
5.4e+17,Wed Dec 03 13:52:21 +0000 2014,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL,apple raised jmp security outperform rating aapl aapl,neutral,0.6344,101,8
5.4e+17,Wed Dec 03 13:52:42 +0000 2014,"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aapl
http://t.co/JwK4grA7Zq",email job determined keep ipod apple aapl aapl,neutral,1.0,87,8
5.4e+17,Wed Dec 03 13:52:59 +0000 2014,"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",apple intraday comment pre opening premium user aapl stockaction trading stock mkt,neutral,1.0,119,12
5.4e+17,Wed Dec 03 14:06:52 +0000 2014,"@Apple working on making next phone drop in the safest way all the time...like a cat
http://t.co/dQBmgZydoY",working making next phone drop safest way time like cat,neutral,0.6894,108,10
5.4e+17,Wed Dec 03 14:13:04 +0000 2014,#Apple's Recent Pullback A Buy Opportunity #AAPL http://t.co/YEAmT2V5qf,apple recent pullback buy opportunity aapl,neutral,0.6691,71,6
5.4e+17,Wed Dec 03 14:14:14 +0000 2014,#Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Again' #aapl http://t.co/yHMmbvye9f,apple eddy cue talk price fixing book hed aapl,neutral,0.6932,102,9
5.4e+17,Wed Dec 03 14:16:11 +0000 2014,"In a Bay Area Courtroom, Lawyers Hit Replay on @Apple History, via @nytimes #antitrust @itunes #ipod  http://t.co/tsQ9dUrK6B",bay area courtroom lawyer hit replay history via antitrust ipod,neutral,0.6759,124,10
5.4e+17,Wed Dec 03 14:16:12 +0000 2014,#SteveJobs' Emails Show How He Wanted To Smear Competitors As ' #Hackers' #aapl http://t.co/BYJ0ZR62AV,stevejobs email show wanted smear competitor hacker aapl,negative,0.6754,102,8
5.4e+17,Wed Dec 03 14:17:55 +0000 2014,@Apple Stop liking man.,stop liking man,negative,1.0,23,3
5.4e+17,Wed Dec 03 14:20:08 +0000 2014,"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL #aapl
http://t.co/rwGf20VByx",even apple surprised enormous demand iphone aapl aapl,neutral,1.0,103,8
5.4e+17,Wed Dec 03 14:24:12 +0000 2014,"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/ueCSTwoPcp",apple fibonacci technical level intraday pre opening aapl aapl,neutral,1.0,97,9
5.4e+17,Wed Dec 03 14:25:28 +0000 2014,YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW,didnt touch phone right disconnected charger went gonna scrap right,negative,1.0,134,10
5.4e+17,Wed Dec 03 14:27:00 +0000 2014,TheStreet:  Why Even #Apple Is Surprised by the Enormous Demand for the #iPhone6. #aapl http://t.co/lIicDmSVsj,thestreet even apple surprised enormous demand iphone aapl,neutral,0.6739,110,8
5.4e+17,Wed Dec 03 14:28:42 +0000 2014,Steve Jobs' Snarky Testimony Takes Center Stage in iPod Class-Action Lawsuit Opening http://t.co/Nxet3fEO5Q #AAPL,steve job snarky testimony take center stage ipod class action lawsuit opening aapl,neutral,0.6731,113,13
5.4e+17,Wed Dec 03 14:29:19 +0000 2014,#JimCramer you used the same logic to explain #TOL earnings during the paek in housing..Its a retailer..#AAPL just like #AMZN  not tech.,jimcramer used logic explain tol earnings paek housing retailer aapl like amzn not tech,neutral,1.0,136,14
5.4e+17,Wed Dec 03 14:30:55 +0000 2014,RT @ConsumerFeed: Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL,apple raised jmp security outperform rating aapl aapl,positive,0.6458,119,8
5.4e+17,Wed Dec 03 14:35:54 +0000 2014,BLOCK TRADE detected in #AAPL,block trade detected aapl,neutral,0.6474,29,4
5.4e+17,Wed Dec 03 14:36:51 +0000 2014,#iPhone6S Rumors Point To A CuriousåÊEarly 2015 Release - Forbes #aapl http://t.co/YGHgLCjbfK,iphone rumor point curious early release forbes aapl,neutral,0.7039,93,8
5.4e+17,Wed Dec 03 14:38:27 +0000 2014,"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",apple intraday comment updated range premium user aapl stockaction trading stock mkt,neutral,0.812,121,12
5.4e+17,Wed Dec 03 14:39:25 +0000 2014,Go Apple! Looks like a little squeeze again :) #aapl $stocks,apple look like little squeeze aapl stock,positive,0.6661,60,7
5.4e+17,Wed Dec 03 14:40:03 +0000 2014,Is apple fairly valued at $115? #aapl #ios #AppleWatch #ApplePay #apple #iPhone6 #iPhone6Plus #stocks #finance #stocks #trading #samsung,apple fairly valued aapl io applewatch applepay apple iphone iphone plus stock finance stock trading samsung,neutral,0.7177,136,16
5.4e+17,Wed Dec 03 14:40:22 +0000 2014,@apple #iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp,iphones future could save drop,neutral,1.0,93,5
5.4e+17,Wed Dec 03 14:45:13 +0000 2014,Butterfingers and @Apple do mix: @#applinsider: patents active fall protection system that shifts iPhones in midair http://t.co/qM52Rml6c9,butterfingers mix applinsider patent active fall protection system shift iphones midair,neutral,0.6593,138,11
5.4e+17,Wed Dec 03 14:47:22 +0000 2014,#ApplePay Partner #Stripe Valued at $3.5 Billion in Funding #aapl http://t.co/5KRh8CJDMB,applepay partner stripe valued billion funding aapl,neutral,0.7263,88,7
5.4e+17,Wed Dec 03 14:49:14 +0000 2014,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM",apple fibonacci technical level intraday update aapl aapl,neutral,1.0,93,8
5.4e+17,Wed Dec 03 14:49:38 +0000 2014,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM",apple fibonacci technical level intraday update aapl aapl,neutral,1.0,109,8
5.4e+17,Wed Dec 03 14:56:17 +0000 2014,"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple http://t.co/xZ4Wb3dm73",macbook pro boot pink vertical stripe gray screen shutting repeating help,negative,1.0,137,11
5.4e+17,Wed Dec 03 14:59:03 +0000 2014,@jakeflem @Apple what year is it?,year,neutral,0.6784,33,1
5.4e+17,Wed Dec 03 14:59:19 +0000 2014,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/27JnTFmO0i",apple fibonacci technical level intraday update aapl aapl,neutral,0.6783,93,8
5.4e+17,Wed Dec 03 14:59:22 +0000 2014,@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair,try booting holding command see disk repair,neutral,1.0,88,7
5.4e+17,Wed Dec 03 14:59:43 +0000 2014,GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS,gosh darnit dont know cloud,negative,0.6838,48,5
5.4e+17,Wed Dec 03 15:00:03 +0000 2014,#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn,aapl apple eddy cue talk price fixing book hed agai,neutral,1.0,101,10
5.4e+17,Wed Dec 03 15:00:36 +0000 2014,"@jakeflem @Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4",get logic board completely replaced warranty theyll free make sure back,neutral,1.0,137,11
5.4e+17,Wed Dec 03 15:00:41 +0000 2014,"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ",big spending consumer cyber monday cybermonday paypal apple aapl ebay walmart wmt sale,neutral,1.0,139,13
5.4e+17,Wed Dec 03 15:01:24 +0000 2014,"Allowing @Apple final creative authority, @Chase will debut the first spot featuring #ApplePay this week. http://t.co/lnve19yw7G",allowing final creative authority debut first spot featuring applepay week,neutral,1.0,128,10
5.4e+17,Wed Dec 03 15:02:05 +0000 2014,"Apple CEO Tim Cook Talks Technology With Senator Orrin Hatch During Washington, D.C. Trip http://t.co/Nzd3IIMIBV #AAPL",apple ceo tim cook talk technology senator orrin hatch washington trip aapl,neutral,1.0,118,12
5.4e+17,Wed Dec 03 15:02:37 +0000 2014,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f,weve previously deal issue really annoying try reset nvram,negative,1.0,129,9
5.4e+17,Wed Dec 03 15:02:58 +0000 2014,tell ur update to stop capitalizing everything @apple,tell update stop capitalizing everything,negative,1.0,53,5
5.4e+17,Wed Dec 03 15:03:39 +0000 2014,@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.,seems ignore key press like command thing,negative,1.0,98,7
5.4e+17,Wed Dec 03 15:04:01 +0000 2014,#AAPL now moves a point faster the a New York driver changes lanes.,aapl move point faster new york driver change lane,neutral,0.6774,67,9
5.4e+17,Wed Dec 03 15:04:10 +0000 2014,@briannaUrie @Apple Their autocorrect is so shit too,autocorrect shit,negative,1.0,52,2
5.4e+17,Wed Dec 03 15:04:42 +0000 2014,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :(",wont fix problem good could back might change logic board check apple genius,negative,1.0,140,13
5.4e+17,Wed Dec 03 15:06:55 +0000 2014,"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its .... (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA",kantar apple track record quarter iphone sale bump wednesday december,positive,0.7297,138,10
5.4e+17,Wed Dec 03 15:09:33 +0000 2014,@SaifBinS3eed @Apple get the cloud to butt extension on your web browser,get cloud butt extension web browser,negative,0.6661,72,6
5.4e+17,Wed Dec 03 15:10:31 +0000 2014,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/rFeLByukN6",apple fibonacci technical level intraday update aapl aapl,neutral,1.0,93,8
5.4e+17,Wed Dec 03 15:14:04 +0000 2014,http://t.co/N87ZYWyaKQ #YotaPhone2 is the future of cell phones. @apple and @samsung should be scared.,yotaphone future cell phone scared,negative,0.5167,102,5
5.4e+17,Wed Dec 03 15:14:18 +0000 2014,CNBCTV:  #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN,cnbctv cramer apple real competition aapl,positive,0.6425,77,6
5.4e+17,Wed Dec 03 15:14:47 +0000 2014,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu,cnbctv chromecast beat appletv aapl,negative,1.0,64,5
5.4e+17,Wed Dec 03 15:15:10 +0000 2014,"APPLE Intraday Comments - Updated RANGE , - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",apple intraday comment updated range premium user aapl stockaction trading stock mkt,neutral,1.0,123,12
5.4e+17,Wed Dec 03 15:19:06 +0000 2014,@umo_games @Apple thanks for the tip! Seemed to do something but still pretty much the same. :(,thanks tip seemed something still pretty much,neutral,0.351,95,7
5.4e+17,Wed Dec 03 15:19:34 +0000 2014,@jokigenki @Apple I think it's like 2011? Can't look right now.,think like cant look right,negative,1.0,63,5
5.4e+17,Wed Dec 03 15:20:18 +0000 2014,"Trademark Confusion: Apple's App Store Trademark was rejected in Australia, approved in Europe  Canada  $AAPL #aapl
http://t.co/m1Wt4QFYD1",trademark confusion apple app store trademark rejected australia approved europe canada aapl aapl,neutral,0.6559,139,13
5.4e+17,Wed Dec 03 15:22:09 +0000 2014,"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person",lowkey yosemite trash cant use logic express anymore yall irritating fuck outta sincerely disgruntled person,negative,1.0,137,15
5.4e+17,Wed Dec 03 15:22:36 +0000 2014,@jimcramer Tks for setting the record straight for @apple investors!!!,tks setting record straight investor,neutral,0.4896,70,5
5.4e+17,Wed Dec 03 15:24:18 +0000 2014,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,yes seems fix good first time time pass deterioates change logic board,negative,1.0,135,12
5.4e+17,Wed Dec 03 15:26:12 +0000 2014,@jakeflem @Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free,sorry youre going hope get fix real pain apple care cover free,positive,1.0,140,12
5.4e+17,Wed Dec 03 15:28:34 +0000 2014,@alzaabi741 @Apple I wish I could man.. I wish I could..,wish could man wish could,neutral,0.667,56,5
5.4e+17,Wed Dec 03 15:28:51 +0000 2014,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite,gotta something trash computer keep freezing dumb upgraded yosemite,negative,1.0,141,9
5.4e+17,Wed Dec 03 15:29:32 +0000 2014,@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now,doesnt twitter problem,negative,0.7399,79,3
5.4e+17,Wed Dec 03 15:42:35 +0000 2014,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,justice department cite century federal law get unlock iphones,neutral,0.6569,118,9
5.4e+17,Wed Dec 03 15:45:09 +0000 2014,@umo_games @Apple yeah no AppleCare here haha.,yeah applecare haha,negative,0.6619,46,3
5.4e+17,Wed Dec 03 15:47:09 +0000 2014,transpartent resin infused #composite structures by @apple http://t.co/10yd6g3wK7,transpartent resin infused composite structure,neutral,0.6759,81,5
5.4e+17,Wed Dec 03 15:48:48 +0000 2014,"Huge iPhone 6 Sales Push iOS market Share Up Worldwide: Report $AAPL #aapl
http://t.co/Ogook0fGLQ",huge iphone sale push io market share worldwide report aapl aapl,positive,0.6904,98,11
5.4e+17,Wed Dec 03 15:49:33 +0000 2014,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Yv3QE2BGxD",apple fibonacci technical level intraday update aapl aapl,neutral,1.0,93,8
5.4e+17,Wed Dec 03 15:49:42 +0000 2014,Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf,anti trust expert peter carstensen discus antitrust case california federal court,neutral,1.0,137,11
5.4e+17,Wed Dec 03 15:55:35 +0000 2014,"Taking Apple's Lead, Amazon Gets Physical - News - Harvard Business School http://t.co/UensGejRaJ @HBS @Apple",taking apple lead amazon get physical news harvard business school,positive,0.6643,109,10
5.4e+17,Wed Dec 03 15:59:13 +0000 2014,Rumors Surface for #Apple #iPhone6S and #iPhone7 in 2015 #aapl http://t.co/Qinl78BI0D,rumor surface apple iphone iphone aapl,neutral,1.0,85,6
5.4e+17,Wed Dec 03 16:00:52 +0000 2014,@Apple s new patent against broken screens http://t.co/l2KQQhV8dp  @TechCrunch #tech #iphone #business #innovation http://t.co/LVMNZPg36F,new patent against broken screen tech iphone business innovation,neutral,0.7317,137,9
5.4e+17,Wed Dec 03 16:02:03 +0000 2014,Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple,steve job deposition ipod lawsuit could cost billion musicbiz musicindustry apple,negative,1.0,123,11
5.4e+17,Wed Dec 03 16:02:18 +0000 2014,@Apple s new patent against broken screens http://t.co/LSwPdLt8UD  @TechCrunch #tech #iphone #business #innovation,new patent against broken screen tech iphone business innovation,neutral,1.0,114,9
5.4e+17,Wed Dec 03 16:02:53 +0000 2014,7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0,awesome paid iphone ipad apps free limited time via aapl,positive,1.0,108,10
5.4e+17,Wed Dec 03 16:03:00 +0000 2014,@wdtuts @baxleyglass does because one belongs to @Apple and the other to @Ang and the third is from @Adobe via #employeediscount.,one belongs third via employeediscount,neutral,1.0,129,5
5.4e+17,Wed Dec 03 16:03:33 +0000 2014,"#VerrÌ_cktes #GerÌ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/scANaAuNPe",verr cktes ger cht iphone zum apple watch wednesday december,neutral,1.0,109,10
5.4e+17,Wed Dec 03 16:05:52 +0000 2014,Did anyone update their Yosemite? My macbook is running like shit. @apple #apple,anyone update yosemite macbook running like shit apple,negative,1.0,80,8
5.4e+17,Wed Dec 03 16:06:00 +0000 2014,RT @hypebot: Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple,steve job deposition ipod lawsuit could cost billion musicbiz musicindustry apple,neutral,0.7233,136,11
5.4e+17,Wed Dec 03 16:07:59 +0000 2014,"Kantar: iPhone 6 helps Apple gain share over Android, iPhone 5c outselling iPhone 6 Plus in US $AAPL #aapl
http://t.co/YLL678kOkn",kantar iphone help apple gain share android iphone outselling iphone plus aapl aapl,positive,1.0,130,13
5.4e+17,Wed Dec 03 16:08:37 +0000 2014,"@jakeflem @Apple That sucks, don't know what it cost in dollars but for us that was å£400 :(",suck dont know cost dollar,negative,0.7689,92,5
5.4e+17,Wed Dec 03 16:12:53 +0000 2014,#Google #Chromecast Surpasses #Apple TV In U.S. Sales http://t.co/dgebBbU5vq #aapl #amazon #amazonfiretv #amzn #appletv,google chromecast surpasses apple sale aapl amazon amazonfiretv amzn appletv,neutral,0.6513,119,10
5.4e+17,Wed Dec 03 16:14:54 +0000 2014,RT @KirkYuhnke: What do you think? Want an @Apple #Watch? http://t.co/7HjDjQ1iAb,think want watch,neutral,1.0,80,3
5.4e+17,Wed Dec 03 16:15:03 +0000 2014,#AAPL:Google tops Apple...//feeds.foxbusiness.com/~r/foxbusiness/video/~3/-DbuiO5m0_M/,aapl google top apple feed foxbusiness com foxbusiness video dbuio,neutral,0.4938,86,10
5.4e+17,Wed Dec 03 16:16:30 +0000 2014,"@jakeflem @Apple take it in. that's a faulty graphics card which was recalled. had exact prob, they replaced mine (for free) out of warranty",take thats faulty graphic card recalled exact prob replaced mine free warranty,neutral,0.6647,140,12
5.4e+17,Wed Dec 03 16:18:02 +0000 2014,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster,macbook pro non retina first startup via macbook macbookpro startup hipster,neutral,1.0,124,11
5.4e+17,Wed Dec 03 16:18:12 +0000 2014,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,macbook pro unboxing via macbook macbookpro startup hipster unboxing,neutral,1.0,118,9
5.4e+17,Wed Dec 03 16:18:33 +0000 2014,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,ipad mini unboxing via ipadmini ipad macbook macbookpro startup hipster unboxing,neutral,0.6645,128,11
5.4e+17,Wed Dec 03 16:18:43 +0000 2014,iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,ipad mini first time startup via ipadmini ipad macbook macbookpro startup hipster unbox,neutral,1.0,135,13
5.4e+17,Wed Dec 03 16:19:03 +0000 2014,.@Apple patents new reflex drop technology for #Mobile devices|learn how this could come in handy #MobileDose http://t.co/BSGtvfPc5B,patent new reflex drop technology mobile device learn could come handy mobiledose,neutral,1.0,132,12
5.4e+17,Wed Dec 03 16:19:21 +0000 2014,"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten",io update bricked trishs phone seems like apple getting bit rotten,negative,1.0,101,11
5.4e+17,Wed Dec 03 16:21:01 +0000 2014,UPDATE: #Intel #INTC Led Group Said to Back Plan That Would Limit #Qualcomm #QCOM Licensing Fees #AAPL #HPQ  http://t.co/sDjnCTSVCH,update intel intc led group said back plan would limit qualcomm qcom licensing fee aapl hpq,neutral,0.6681,131,16
5.4e+17,Wed Dec 03 16:22:40 +0000 2014,What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4,whats core new io excellent update phone mobilesecurity mcafee,positive,0.6678,126,9
5.4e+17,Wed Dec 03 16:26:39 +0000 2014,@jakeflem @Apple Some info for you: http://t.co/J79FnVB94e http://t.co/m3pclPVgGK http://t.co/J72WyhXxx1 Hope it helps. #PinkScreenOfDeath,info hope help pinkscreenofdeath,neutral,1.0,138,4
5.4e+17,Wed Dec 03 16:27:41 +0000 2014,"FBI investigates iPad school programme $AAPL #aapl
http://t.co/s5ymu0u1Rb",fbi investigates ipad school programme aapl aapl,neutral,1.0,74,7
5.4e+17,Wed Dec 03 16:28:32 +0000 2014,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/FrmecK7f8q",apple fibonacci technical level intraday update aapl aapl,neutral,1.0,93,8
5.4e+17,Wed Dec 03 16:29:06 +0000 2014,"Hoping @Firefox does not cave! @Apple should allow other browser engines! #OpenUp
Could Soon Come To iOS TechCrunch  http://t.co/WGnY6XOarD",hoping not cave allow browser engine openup could soon come io techcrunch,neutral,1.0,140,12
5.4e+17,Wed Dec 03 16:30:03 +0000 2014,#AAPL:5 companies growing faster than Apple...//rss.cnn.com/~r/rss/money_latest/~3/n1Ps4CmqWL4/index.html,aapl company growing faster apple rss cnn com rss money latest cmqwl index html,neutral,1.0,105,14
5.4e+17,Wed Dec 03 16:31:49 +0000 2014,@buzz I sit home every Friday night waiting for an invitation to join an @Apple dev team.  (looks at his phone)   They'll call me one day.,sit home every friday night waiting invitation join dev team look phone theyll call one day,neutral,1.0,138,16
5.4e+17,Wed Dec 03 16:33:08 +0000 2014,why isn't there a dreidel emoji @apple,isnt dreidel emoji,neutral,0.6708,38,3
5.4e+17,Wed Dec 03 16:36:19 +0000 2014,Bluetooth 4.2 to Bring Direct Internet Connectivity and Increased Speed http://t.co/w0hEGLfBpi #AAPL,bluetooth bring direct internet connectivity increased speed aapl,neutral,0.7325,100,8
5.4e+17,Wed Dec 03 16:37:28 +0000 2014,"Guys at @Apple, is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook,@therealjonyive) http://t.co/42Mjc3SsJE",guy serious yosemite full stupid ugly bug feeling sad,negative,1.0,140,9
5.4e+17,Wed Dec 03 16:37:40 +0000 2014,#iPhone6 #Plus Grabs 41% of U.S. #Phablet Sales #aapl http://t.co/BiTmwU5e4F,iphone plus grab phablet sale aapl,positive,0.5259,76,6
5.4e+17,Wed Dec 03 16:40:37 +0000 2014,It's important that Apple not become the developer for the world. We need people to invent their own stuff.' - Tim Cook CEO of @Apple,important apple not become developer world need people invent stuff tim cook ceo,neutral,0.7201,133,13
